Customer_ID,Source_System,Customer_Type,Business_Line,First_Name,Last_Name,Business_Name,Date_of_Birth,SSN_EIN,Email,Phone,Address_Line1,City,State,Zip_Code,Account_Open_Date,Customer_Status,Risk_Rating,KYC_Date,KYC_Status,Annual_Income,Credit_Score,Segment,Branch_ID,Last_Updated
CUST-10267,Salesforce_CRM,Commercial,Commercial Banking,Laura,Miller,Keystone Bridge Builders,,40-9571853,laura.miller@keystonebridgebuilders.com,(295) 608-6603,9305 Lake Shore Dr,Dayton,OH,85486,44026,Active,Medium,45292,Current,32257905,,Commercial,BR-020,45768
CUST-10124,T24_Core,Individual,Retail Banking,Linda,Thomas,,,306-26-6582,linda.thomas@comcast.net,(381) 531-1975,3684 Main St,Dayton,OH,,40256,Active,Low,45446,Current,209690,752,Mass Market,BR-044,45448
CUST-10089,T24_Core,Individual,Retail Banking,Rebecca,Martin,,33344,663-93-6530,rebecca.martin@hotmail.com,(981) 700-9037,3314 Broadway,Fort Wayne,IN,84893,42818,Active,Low,,Expired,73247,827,Mass Market,BR-068,44984
CUST-10080,T24_Core,Individual,Retail Banking,Paul,Thompson,,28832,163-95-2936,paul.thompson@outlook.com,(514) 363-7642,9643 Main St,Green Bay,WI,102839,44097,Active,Low,45789,Pending,82894,662,Mass Market,BR-062,45162
CUST-10137,T24_Core,Small Business,Small Business Banking,Ronald,Hill,Blue Ridge Landscaping,,81-5742531,ronald.hill@hotmail.com,(900) 310-8892,220 Dearborn Ave,Aurora,IL,84525,41434,Active,Medium,44702,Current,1680078,638,Small Business,BR-008,45860
CUST-10255,Salesforce_CRM,Individual,Retail Banking,Linda,Campbell,,35659,485-50-3837,linda.campbell@outlook.com,(379) 616-9294,8598 Park Way,Carmel,IN,81302,42333,Active,High,45024,Current,171299,702,Mass Market,BR-039,45633
CUST-10164,T24_Core,Commercial,Commercial Banking,Christopher,Davis,Great Plains Logistics Inc,,20-6111869,christopher.davis@greatplainslogisticsinc.com,(415) 966-6633,182 Lincoln Ave,Joliet,IL,95882,41841,Active,High,44261,Current,87796892,,Commercial,BR-009,44963
CUST-10135,T24_Core,Small Business,Small Business Banking,Kimberly,Harris,Windy City Catering,,13-5059047,kimberly.harris@hotmail.com,,8375 Lincoln Ave,Detroit,MI,104641,41870,Active,High,44718,Current,858262,672,Small Business,BR-050,45013
CUST-10112,T24_Core,Individual,Retail Banking,Rebecca,Harris,,33635,368-37-1652,rebecca.harris@gmail.com,(607) 718-5693,2930 Clark St,Columbus,OH,61093,44182,Active,Medium,45841,Expired,165943,628,Affluent,BR-011,45339
CUST-10145,T24_Core,Small Business,Small Business Banking,Betty,Phillips,Windy City Catering,,62-5955170,betty.phillips@yahoo.com,(240) 761-9132,8671 Park Way,Green Bay,WI,106100,42354,Active,Medium,44197,Current,1026361,746,Small Business Premium,BR-020,45172
CUST-10254,JackHenry_Legacy,Individual,Retail Banking,Joseph,Moore,,34534,216-54-6766,joseph.moore@outlook.com,(832) 376-5873,8746 Broadway,Kalamazoo,MI,85469,45584,Inactive,Low,44600,Current,55657,643,Affluent,BR-019,44470
CUST-10163,T24_Core,Commercial,Commercial Banking,Joshua,Flores,Tri-State Manufacturing Group,,94-1517059,joshua.flores@tri-statemanufacturinggroup.com,(685) 360-9740,4712 Madison Dr,Evanston,IL,85894,42087,Active,Medium,45433,Current,45004466,,Commercial,BR-012,44832
CUST-10221,JackHenry_Legacy,Individual,Retail Banking,Jennifer,Robinson,,31838,561-23-6626,jennifer.robinson@comcast.net,(286) 716-3827,9690 Michigan Ave,Ann Arbor,MI,95134,40291,Active,Medium,45555,Current,,740,Affluent,BR-050,45465
CUST-10162,T24_Core,Commercial,Commercial Banking,Dorothy,Ramirez,Continental Grain Trading,,12-7534756,dorothy.ramirez@continentalgraintrading.com,(889) 321-9762,7491 Lincoln Ave,Lansing,MI,80735,39776,Active,High,44184,Current,99070793,,Commercial,BR-003,45539
CUST-10117,T24_Core,Individual,Retail Banking,Mary,Thompson,,32247,603-17-3332,mary.thompson@comcast.net,(486) 295-1719,6264 State St,Chicago,IL,73447,45410,Active,Medium,45823,Current,177245,598,Mass Market,BR-082,45341
CUST-10153,T24_Core,Small Business,Small Business Banking,Amy,Smith,Heartland Plumbing,,75-3972963,amy.smith@comcast.net,(792) 377-3103,895 Jefferson St,Dayton,OH,91649,41477,Active,High,45460,Expired,3612014,755,Small Business,BR-036,45453
CUST-10152,T24_Core,Small Business,Small Business Banking,Susan,Williams,Northside Bakery,,42-4287016,susan.williams@yahoo.com,(323) 602-4532,8167 Pine Rd,South Bend,IN,67009,43578,Active,Medium,44014,Pending,1133637,797,Small Business Premium,BR-059,45947
CUST-10046,T24_Core,Individual,Retail Banking,Kimberly,Green,,32278,617-87-8048,kimberly.green@gmail.com,(918) 317-4522,9084 Broadway,Toledo,OH,99150,42590,Active,Medium,45121,Current,106932,768,Affluent,BR-033,45373
CUST-10139,T24_Core,Small Business,Small Business Banking,Richard,Young,Blue Ridge Landscaping,,21-4728795,richard.young@hotmail.com,(428) 962-6031,4337 Cedar Blvd,Bloomington,IN,,43263,Active,Medium,,Current,4047146,,Small Business,BR-061,45173
CUST-10208,Dynamics_CRM,Individual,Retail Banking,Ryan,Lee,,,688-47-5837,ryan.lee@gmail.com,(874) 605-5497,6402 Clark St,Indianapolis,IN,,40479,Active,High,45896,Current,228355,667,Affluent,BR-029,45767
CUST-10035,T24_Core,Individual,Retail Banking,James,Martin,,32732,440-80-9903,james.martin@outlook.com,(666) 529-4090,9716 Clark St,Madison,WI,89264,44305,Active,Low,44937,Expired,209871,745,Affluent,BR-085,45732
